Year,CollisionId,Address,PrimaryRoad,SecondaryRoad,Latitude,Longitude,CrashDateTime
2022,2689375,VALENCIA ST & HILL ST,VALENCIA ST,HILL ST,,,9/16/2022 8:25:00 PM
2022,2689394,4TH ST & JESSIE ST,4TH ST,JESSIE ST,,,9/22/2022 10:08:00 AM
2022,2689435,GOUGH ST & MCALLISTER ST,GOUGH ST,MCALLISTER ST,,,9/3/2022 8:55:00 AM
2022,2689453,MISSION ST & 8TH ST,MISSION ST,8TH ST,,,9/12/2022 2:22:00 PM
2022,2689455,MARINA GREEN DR & MARINA BL,MARINA GREEN DR,MARINA BL,,,9/13/2022 6:59:00 PM
2022,2689460,25TH ST & 3RD ST,25TH ST,3RD ST,,,9/21/2022 4:54:00 AM
2022,2689461,UPPER GREAT HWY & JUDAH ST,UPPER GREAT HWY,JUDAH ST,,,9/13/2022 5:26:00 PM
2022,2689470,CLAY ST & BRODERICK ST,CLAY ST,BRODERICK ST,,,9/5/2022 9:05:00 AM
2022,2689481,GROVE ST & LARKIN ST,GROVE ST,LARKIN ST,,,9/12/2022 4:10:00 PM
2022,2689487,TOWNSEND ST & STANFORD ST,TOWNSEND ST,STANFORD ST,,,9/21/2022 2:52:00 PM
2022,2689496,CESAR CHAVEZ ST & EVANS AV,CESAR CHAVEZ ST,EVANS AV,,,9/28/2022 7:41:00 AM
2022,2689497,4TH ST & FOLSOM ST,4TH ST,FOLSOM ST,,,9/20/2022 5:41:00 PM
2022,2689503,MISSION ST & CORTLAND AV,MISSION ST,CORTLAND AV,,,9/24/2022 3:15:00 PM
2022,2689504,ROLPH ST & PARIS ST,ROLPH ST,PARIS ST,,,9/24/2022 11:09:00 PM
2022,2689505,ROSENKRANZ ST & CHAPMAN ST,ROSENKRANZ ST,CHAPMAN ST,,,9/22/2022 2:45:00 PM
2022,2689508,PORTOLA DR & OSHAUGHNESSY BL,PORTOLA DR,OSHAUGHNESSY BL,,,9/27/2022 4:39:00 PM
2022,2689523,ELLIS ST & JONES ST,ELLIS ST,JONES ST,,,8/19/2022 8:25:00 PM
2022,2689526,JARBOE AV & PUTNAM ST,JARBOE AV,PUTNAM ST,,,8/31/2022 7:38:00 PM
2022,2689532,31ST AV & KIRKHAM ST,31ST AV,KIRKHAM ST,,,9/10/2022 2:19:00 PM
2022,2689537,13TH ST & MISSION ST,13TH ST,MISSION ST,,,9/9/2022 9:30:00 PM
2022,2689545,4TH ST & BERRY ST,4TH ST,BERRY ST,,,9/20/2022 7:30:00 AM
2022,2689551,ELGIN PARK & DUBOCE AV,ELGIN PARK,DUBOCE AV,,,9/18/2022 8:28:00 PM
2022,2689558,4TH AV & CORNWALL ST,4TH AV,CORNWALL ST,,,9/9/2022 2:10:00 PM
2022,2689564,LAGUNA ST & TURK ST,LAGUNA ST,TURK ST,,,9/8/2022 12:39:00 AM
2022,2689570,OAK ST & SCOTT ST,OAK ST,SCOTT ST,,,9/5/2022 3:18:00 PM
2022,2689573,11TH ST & MISSION ST,11TH ST,MISSION ST,,,9/7/2022 8:27:00 AM
2022,2689575,MARKET ST & VALENCIA ST,MARKET ST,VALENCIA ST,,,9/10/2022 3:38:00 PM
2022,2690655,DUBOCE AV & STEINER ST,DUBOCE AV,STEINER ST,,,3/3/2022 1:25:00 PM
2022,2692538,16TH ST & POTRERO AV,16TH ST,POTRERO AV,,,11/1/2022 6:56:00 AM
2022,2692546,2ND ST & TEHAMA ST,2ND ST,TEHAMA ST,,,11/12/2022 10:08:00 AM
2022,2692549,STOCKTON ST & CLAY ST,STOCKTON ST,CLAY ST,,,11/10/2022 8:04:00 AM
2022,2692551,CALIFORNIA ST & FRONT ST,CALIFORNIA ST,FRONT ST,,,11/11/2022 8:21:00 PM
2022,2692558,STOCKTON ST & FILBERT ST,STOCKTON ST,FILBERT ST,,,11/7/2022 10:10:00 AM
2022,2692560,21ST AV & CLEMENT ST,21ST AV,CLEMENT ST,,,11/7/2022 7:49:00 AM
2022,2692564,CALIFORNIA ST & ARGUELLO BL,CALIFORNIA ST,ARGUELLO BL,,,11/3/2022 9:25:00 PM
2022,2692573,STOCKTON ST & WASHINGTON ST,STOCKTON ST,WASHINGTON ST,,,11/27/2022 5:03:00 PM
2022,2692580,WINSTON DR & LAKE MERCED BL,WINSTON DR,LAKE MERCED BL,,,11/27/2022 8:17:00 PM
2022,2692587,SCOTT ST & OAK ST,SCOTT ST,OAK ST,,,11/15/2022 6:53:00 PM
2022,2692592,VALENCIA ST & 19TH ST,VALENCIA ST,19TH ST,,,11/15/2022 3:20:00 PM
2022,2692656,GUERRERO ST & 17TH ST,GUERRERO ST,17TH ST,,,10/29/2022 6:51:00 PM
2022,2692666,ANZA ST & STANYAN ST,ANZA ST,STANYAN ST,,,10/25/2022 4:15:00 PM
2022,2692717,UNION ST & LAGUNA ST,UNION ST,LAGUNA ST,,,11/12/2022 2:10:00 PM
2022,2692720,2ND ST & DOW PL,2ND ST,DOW PL,,,11/10/2022 12:05:00 PM
2022,2692813,8TH ST & FOLSOM ST,8TH ST,FOLSOM ST,,,10/25/2022 7:00:00 AM
2022,2697458,PORTOLA DR & TWIN PEAKS BL,PORTOLA DR,TWIN PEAKS BL,,,11/17/2022 1:35:00 PM
2022,2699411,KISKA & KISKA 188,KISKA,KISKA 188,,,5/2/2022 6:45:00 PM
2022,2700708,JOHN F SHELLEY DR & MANSELL ST,JOHN F SHELLEY DR,MANSELL ST,,,10/19/2022 11:04:00 AM
2022,2702100,GOLDEN GATE AV & ROSELYN TER,GOLDEN GATE AV,ROSELYN TER,,,11/19/2022 1:33:00 PM
2022,2702107,OCTAVIA ST & PAGE ST,OCTAVIA ST,PAGE ST,,,11/18/2022 6:51:00 PM
2022,2702114,MARKET ST & 4TH ST,MARKET ST,4TH ST,,,11/9/2022 5:00:00 AM
2022,2702117,POLK ST & EDDY ST,POLK ST,EDDY ST,,,11/19/2022 6:35:00 PM
2022,2702128,LYELL ST & CAYUGA AV,LYELL ST,CAYUGA AV,37.73082,-122.43138,11/22/2022 5:05:00 PM
2022,2702131,7TH ST & MISSION BAY BL NORTH,7TH ST,MISSION BAY BL NORTH,,,11/25/2022 1:51:00 AM
2022,2702144,FOLSOM ST & 1ST ST,FOLSOM ST,1ST ST,,,11/21/2022 7:45:00 PM
2022,2702147,10TH AV & CALIFORNIA ST,10TH AV,CALIFORNIA ST,,,11/21/2022 11:14:00 AM
2022,2702161,3RD ST & VARNEY PL,3RD ST,VARNEY PL,,,10/27/2022 6:29:00 PM
2022,2702324,WEBSTER ST & FULTON ST,WEBSTER ST,FULTON ST,,,8/25/2022 11:14:00 PM
2022,2707190,6TH ST & STEVENSON ST,6TH ST,STEVENSON ST,,,7/5/2022 12:17:00 PM
2022,2708799,MARKET ST & 4TH ST,MARKET ST,4TH ST,,,11/22/2022 6:40:00 AM
2022,2708975,SAN JOSE AV & BADEN ST,SAN JOSE AV,BADEN ST,,,11/26/2022 12:36:00 AM
2022,2708978,HAYES ST & GOUGH ST,HAYES ST,GOUGH ST,,,11/25/2022 5:50:00 PM
2022,2708982,MISSION ST & 11TH ST,MISSION ST,11TH ST,,,9/6/2022 4:06:00 PM
2022,2708990,NORTH POINT ST & JONES ST,NORTH POINT ST,JONES ST,,,11/2/2022 10:13:00 AM
2022,2709023,BRYANT ST & 18TH ST,BRYANT ST,18TH ST,,,11/5/2022 5:45:00 PM
2022,2709029,GEARY BL & SCOTT ST,GEARY BL,SCOTT ST,,,11/26/2022 9:19:00 AM
2022,2709138,7TH AV & KIRKHAM ST,7TH AV,KIRKHAM ST,,,11/1/2022 12:28:00 PM
2022,2709218,TERRY A FRANCOIS BL & PIERPOINT LN,TERRY A FRANCOIS BL,PIERPOINT LN,,,10/27/2022 9:15:00 AM
2022,2709226,OAK ST & GOUGH,OAK ST,GOUGH,,,10/3/2022 8:48:00 AM
2022,2709227,2ND ST & FEDERAL ST,2ND ST,FEDERAL ST,,,10/4/2022 12:09:00 PM
2022,2709235,VALENCIA & 18TH ST,VALENCIA,18TH ST,,,10/4/2022 5:37:00 PM
2022,2709249,BRYANT ST & 15TH ST,BRYANT ST,15TH ST,,,10/5/2022 3:52:00 PM
2022,2709292,21ST ST & MISSION ST,21ST ST,MISSION ST,,,7/20/2022 6:30:00 PM
2022,2709296,CESAR CHAVEZ & BRYANT ST,CESAR CHAVEZ,BRYANT ST,,,7/26/2022 6:30:00 PM
2022,2709310,VALENCIA ST & DUBOCE AV,VALENCIA ST,DUBOCE AV,,,8/4/2022 8:30:00 PM
2022,2709314,FULTON ST & FILLMORE ST,FULTON ST,FILLMORE ST,,,8/17/2022 9:32:00 AM
2022,2709808,DIVISADERO ST & GREENWICH ST,DIVISADERO ST,GREENWICH ST,,,10/25/2022 8:59:00 AM
2022,2709816,GENEVA AV & NAPLES ST,GENEVA AV,NAPLES ST,,,10/3/2022 10:50:00 AM
2022,2709831,7TH ST & MARKET ST,7TH ST,MARKET ST,,,5/17/2022 8:41:00 AM
2022,2718246,HOWARD ST & 2ND ST,HOWARD ST,2ND ST,,,11/11/2022 6:47:00 PM
2022,2718492,BRYANT ST & 16TH ST,BRYANT ST,16TH ST,,,11/22/2022 5:08:00 PM
2022,2718533,18TH ST & 18TH ST 3320,18TH ST,18TH ST 3320,,,12/14/2022 5:15:00 PM
2022,2718541,24TH ST & SHOTWELL ST,24TH ST,SHOTWELL ST,,,12/25/2022 4:03:00 PM
2022,2718545,18TH ST & LEXINGTON ST,18TH ST,LEXINGTON ST,,,12/21/2022 4:20:00 PM
2022,2718548,6TH ST & MINNA ST,6TH ST,MINNA ST,,,12/27/2022 5:47:00 PM
2022,2718571,HARRISON ST & MARIPOSA ST,HARRISON ST,MARIPOSA ST,,,12/7/2022 11:04:00 PM
2022,2718576,MISSION ST & MISSION ST 3170,MISSION ST,MISSION ST 3170,,,12/8/2022 8:28:00 PM
2022,2718586,PARK PRESIDIO BL & ANZA ST,PARK PRESIDIO BL,ANZA ST,,,12/4/2022 5:10:00 PM
2022,2718587,5TH ST & CLARA ST,5TH ST,CLARA ST,,,12/5/2022 8:40:00 AM
2022,2718592,17TH ST & MARS ST,17TH ST,MARS ST,,,12/2/2022 8:00:00 AM
2022,2718636,SAN JOSE AV & GENEVA AV,SAN JOSE AV,GENEVA AV,,,12/19/2022 3:30:00 AM
2022,2718641,COLUMBUS AV & BAY ST,COLUMBUS AV,BAY ST,,,12/18/2022 8:25:00 PM
2022,2718657,MISSION ST & 3RD ST,MISSION ST,3RD ST,,,12/8/2022 12:25:00 PM
2022,2718670,GUERRERO ST & 14TH ST,GUERRERO ST,14TH ST,,,11/24/2022 6:31:00 PM
2022,2718681,BAKER ST & OAK ST,BAKER ST,OAK ST,,,11/20/2022 6:31:00 PM
2022,2718710,MARKET ST & VALENCIA ST,MARKET ST,VALENCIA ST,,,12/19/2022 6:50:00 PM
2022,2718820,GENEVA AV & NAPLES ST,GENEVA AV,NAPLES ST,,,12/10/2022 11:11:00 PM
2022,2718844,GOLDEN GATE AV & ANNAPOLIS TER,GOLDEN GATE AV,ANNAPOLIS TER,,,12/13/2022 4:06:00 PM
2022,2718896,MCALLISTER ST & VAN NESS AV,MCALLISTER ST,VAN NESS AV,,,12/14/2022 3:29:00 PM
2022,2718906,JOHN F KENNEDY DR & 10TH AV,JOHN F KENNEDY DR,10TH AV,,,10/1/2022 4:48:00 PM
2022,2718909,CABRILLO ST & 25TH AV,CABRILLO ST,25TH AV,,,10/9/2022 11:11:00 AM
2022,2718929,VALENCIA ST & 18TH ST,VALENCIA ST,18TH ST,,,11/30/2022 12:04:00 AM
2022,2718959,3RD ST & HUDSON AV,3RD ST,HUDSON AV,,,11/30/2022 10:35:00 AM
2022,2720033,CLAY ST & LAUREL ST,CLAY ST,LAUREL ST,,,11/26/2022 3:27:00 PM
2022,2720088,KEARNY ST & CALIFORNIA ST,KEARNY ST,CALIFORNIA ST,,,10/18/2022 8:30:00 AM
2022,2720092,13TH ST & MISSION ST,13TH ST,MISSION ST,,,10/31/2022 7:38:00 AM
2022,2720112,JUDAH ST & 20TH AV,JUDAH ST,20TH AV,,,12/30/2022 9:32:00 AM
2022,2722097,9TH AV & IRVING ST,9TH AV,IRVING ST,,,6/3/2022 7:51:00 AM
2022,2722098,OFARRELL ST & CYRIL MAGNIN ST,OFARRELL ST,CYRIL MAGNIN ST,,,6/25/2022 4:29:00 PM
2022,2722101,HARRISON ST & 21ST ST,HARRISON ST,21ST ST,,,7/18/2022 10:34:00 PM
2022,2722112,POTRERO AV & CESAR CHAVEZ,POTRERO AV,CESAR CHAVEZ,,,10/31/2022 7:15:00 AM
2022,2723080,MASONIC AV & GOLDEN GATE AV,MASONIC AV,GOLDEN GATE AV,,,11/29/2022 4:00:00 PM
2022,2724215,POLK ST & PINE ST,POLK ST,PINE ST,,,8/19/2022 12:00:00 PM
2022,2724766,VALENCIA ST & MCCOPPIN ST,VALENCIA ST,MCCOPPIN ST,,,4/9/2022 11:25:00 AM
2023,2054962,US-101 SOUTHBOUND & CONZELMAN ROAD,US-101 SOUTHBOUND,CONZELMAN ROAD,37.825385,-122.479301,4/17/2023 10:20:00 PM
2023,2097750,US-101 N/B (GGB MULTI-USE PATH) & LINCOLN BLVD UNDERCROSSING,US-101 N/B (GGB MULTI-USE PATH),LINCOLN BLVD UNDERCROSSING,37.810725,-122.477342,6/15/2023 1:25:00 PM
2023,2103090,US101 N/B (GGB MULTIUSE PATH) & LINCOLN BLVD,US101 N/B (GGB MULTIUSE PATH),LINCOLN BLVD,37.824598,-122.478988,6/15/2023 6:42:00 PM
2023,2138708,US 101 N/B (GGB EAST SIDEWALK) & NORTH TOWER OF GOLDEN GATE BRIDGE,US 101 N/B (GGB EAST SIDEWALK),NORTH TOWER OF GOLDEN GATE BRIDGE,37.819837,-122.478415,7/19/2023 12:00:00 PM
2023,2208095,US-101 S/B & CONZELMAN ROAD,US-101 S/B,CONZELMAN ROAD,37.825559,-122.479324,10/21/2023 5:50:00 PM
2023,2482244,SANCHEZ ST & DUBOCE AV,SANCHEZ ST,DUBOCE AV,,,8/3/2023 6:31:00 PM
2023,2482245,HARRISON ST & 2ND ST,HARRISON ST,2ND ST,,,8/9/2023 6:16:00 PM
2023,2482246,ARGUELLO BL & PRESIDIO TER,ARGUELLO BL,PRESIDIO TER,,,8/20/2023 11:44:00 AM
2023,2482250,17TH ST & MISSISSIPPI ST,17TH ST,MISSISSIPPI ST,,,8/24/2023 1:32:00 PM
2023,2482260,2ND ST & BRYANT ST,2ND ST,BRYANT ST,,,8/23/2023 3:02:00 PM
2023,2482272,3RD ST & VAN DYKE AV,3RD ST,VAN DYKE AV,,,8/17/2023 3:40:00 PM
2023,2482276,15TH ST & 15TH ST 1600,15TH ST,15TH ST 1600,,,8/19/2023 9:14:00 PM
2023,2482278,MARKET ST & OCTAVIA ST,MARKET ST,OCTAVIA ST,,,8/22/2023 8:45:00 AM
2023,2482281,DOLORES ST & 19TH ST,DOLORES ST,19TH ST,,,8/20/2023 11:02:00 PM
2023,2482286,ARGUELLO BL & WASHINGTON ST,ARGUELLO BL,WASHINGTON ST,,,8/14/2023 7:26:00 PM
2023,2482289,CLAYTON ST & MARKET ST,CLAYTON ST,MARKET ST,,,8/14/2023 3:36:00 PM
2023,2482294,SHOTWELL ST & 18TH ST,SHOTWELL ST,18TH ST,,,8/17/2023 7:57:00 PM
2023,2482295,FOLSOM ST & 23RD ST,FOLSOM ST,23RD ST,,,8/17/2023 9:25:00 AM
2023,2482303,TOWNSEND ST & 7TH ST,TOWNSEND ST,7TH ST,,,8/19/2023 11:25:00 AM
2023,2482306,JACKSON ST & FILLMORE ST,JACKSON ST,FILLMORE ST,,,8/11/2023 9:55:00 AM
2023,2482311,MCALLISTER ST & POLK ST,MCALLISTER ST,POLK ST,,,8/8/2023 2:18:00 AM
2023,2482312,GOUGH ST & FULTON ST,GOUGH ST,FULTON ST,,,8/4/2023 6:56:00 AM
2023,2482314,LAWTON ST & 7TH AV,LAWTON ST,7TH AV,,,8/11/2023 9:20:00 AM
2023,2482324,OAK ST & CENTRAL AV,OAK ST,CENTRAL AV,,,8/11/2023 10:23:00 PM
2023,2482325,4TH ST & FOLSOM ST,4TH ST,FOLSOM ST,,,8/8/2023 3:51:00 PM
2023,2482331,MARKET ST & 5TH ST,MARKET ST,5TH ST,,,8/6/2023 2:10:00 PM
2023,2482368,FOLSOM ST & 7TH ST,FOLSOM ST,7TH ST,,,7/1/2023 2:10:00 AM
2023,2482400,MARKET ST & CYRIL MAGNIN ST,MARKET ST,CYRIL MAGNIN ST,,,7/19/2023 4:25:00 PM
2023,2482401,FRANKLIN ST & GEARY BL,FRANKLIN ST,GEARY BL,,,7/29/2023 6:19:00 PM
2023,2482404,16TH ST & HARRISON ST,16TH ST,HARRISON ST,,,7/13/2023 6:20:00 PM
2023,2482410,17TH ST & DOLORES ST,17TH ST,DOLORES ST,,,7/26/2023 2:40:00 PM
2023,2482415,VAN NESS AV & FRANCISCO ST,VAN NESS AV,FRANCISCO ST,,,7/25/2023 4:56:00 PM
2023,2482416,HARRISON ST & HARRISON ST 674,HARRISON ST,HARRISON ST 674,,,7/26/2023 10:10:00 PM
2023,2482418,FELL ST & MASONIC AV,FELL ST,MASONIC AV,,,7/27/2023 2:22:00 PM
2023,2482420,HOWARD RD & 6TH ST,HOWARD RD,6TH ST,,,7/28/2023 1:41:00 AM
2023,2482422,DOLORES ST & 19TH ST,DOLORES ST,19TH ST,,,7/25/2023 6:17:00 PM
2023,2482427,FOLSOM ST & 17TH ST,FOLSOM ST,17TH ST,,,7/24/2023 3:40:00 PM
2023,2482444,SAN CARLOS ST & 21ST ST,SAN CARLOS ST,21ST ST,,,7/12/2023 5:15:00 PM
2023,2482465,THE EMBARCADERO & THE EMBARCADERO 1,THE EMBARCADERO,THE EMBARCADERO 1,,,6/23/2023 4:10:00 PM
2023,2483006,POST ST & POLK ST,POST ST,POLK ST,,,8/29/2023 1:37:00 PM
2023,2483010,OAK ST & SCOTT ST,OAK ST,SCOTT ST,,,8/27/2023 1:50:00 PM
2023,2483015,HAYES ST & POLK ST,HAYES ST,POLK ST,,,8/7/2023 1:58:00 AM
2023,2483016,ASHBURY ST & CLAYTON ST,ASHBURY ST,CLAYTON ST,,,8/17/2023 2:00:00 PM
2023,2483087,EDDY ST & HYDE ST,EDDY ST,HYDE ST,,,8/26/2023 2:11:00 PM
2023,2483090,THE EMBARCADERO & FOLSOM ST,THE EMBARCADERO,FOLSOM ST,,,8/25/2023 5:06:00 PM
2023,2483092,VALENCIA ST & SYCAMORE ST,VALENCIA ST,SYCAMORE ST,,,8/25/2023 3:20:00 PM
2023,2483099,HARRISON ST & 18TH ST,HARRISON ST,18TH ST,,,8/23/2023 4:46:00 PM
2023,2490646,COLUMBUS AV & CHESTNUT ST,COLUMBUS AV,CHESTNUT ST,,,1/31/2023 5:59:00 PM
2023,2490649,POLK & POST ST,POLK,POST ST,,,1/22/2023 5:40:00 PM
2023,2490655,JOHN MUIR DR & LAKE MERCED BL,JOHN MUIR DR,LAKE MERCED BL,,,1/21/2023 11:06:00 AM
2023,2490662,BAYSHORE BL & VISITACION AV,BAYSHORE BL,VISITACION AV,,,1/23/2023 10:45:00 PM
2023,2490665,4TH ST & 16TH ST,4TH ST,16TH ST,,,1/17/2023 6:38:00 PM
2023,2490680,FELL ST & BAKER ST,FELL ST,BAKER ST,,,1/6/2023 7:15:00 AM
2023,2490692,JEFFERSON ST & MASON ST,JEFFERSON ST,MASON ST,,,1/28/2023 2:51:00 PM
2023,2490711,NORTH POINT ST & NORTH POINT ST 870,NORTH POINT ST,NORTH POINT ST 870,,,1/1/2023 3:41:00 PM
2023,2490719,OCTAVIA ST & HAIGHT ST,OCTAVIA ST,HAIGHT ST,,,1/1/2023 5:06:00 PM
2023,2490750,SLOAT BL & 21ST AV,SLOAT BL,21ST AV,,,1/20/2023 11:00:00 AM
2023,2490769,BALBOA ST & ARGUELLO BL,BALBOA ST,ARGUELLO BL,,,1/3/2023 1:55:00 PM
2023,2490779,NORFOLK ST & HARRISON ST,NORFOLK ST,HARRISON ST,,,1/12/2023 7:03:00 PM
2023,2490780,20TH AV & ORTEGA ST,20TH AV,ORTEGA ST,,,1/15/2023 2:07:00 PM
2023,2490806,WEBSTER ST & MCALLISTER ST,WEBSTER ST,MCALLISTER ST,,,1/4/2023 10:30:00 AM
2023,2490814,GREAT HWY & LINCOLN WY,GREAT HWY,LINCOLN WY,,,1/8/2023 2:56:00 PM
2023,2490820,DUBOCE AV & WOODWARD ST,DUBOCE AV,WOODWARD ST,,,1/27/2023 12:39:00 PM
2023,2490825,TENNESSEE ST & MARIPOSA ST,TENNESSEE ST,MARIPOSA ST,,,1/28/2023 10:45:00 AM
2023,2492755,SAN JOSE AV & SAINT MARYS AV,SAN JOSE AV,SAINT MARYS AV,,,1/24/2023 8:18:00 AM
2023,2496296,FULTON ST & 6TH AV,FULTON ST,6TH AV,,,1/21/2023 11:01:00 PM
2023,2496305,NORTH POINT ST & LARKIN ST,NORTH POINT ST,LARKIN ST,,,1/20/2023 2:53:00 PM
2023,2496363,3RD ST & JAMESTOWN AV,3RD ST,JAMESTOWN AV,,,2/15/2023 10:45:00 AM
2023,2496364,GOLDEN GATE AV & FRANKLIN ST,GOLDEN GATE AV,FRANKLIN ST,,,2/4/2023 12:00:00 AM
2023,2496367,DIVISADERO ST & FULTON ST,DIVISADERO ST,FULTON ST,,,2/4/2023 1:45:00 AM
2023,2496428,3RD ST & JESSIE ST,3RD ST,JESSIE ST,,,1/26/2023 5:35:00 PM
2023,2496431,9TH ST & MARKET ST,9TH ST,MARKET ST,,,1/26/2023 12:29:00 PM
2023,2496457,CESAR CHAVEZ ST & CHURCH ST,CESAR CHAVEZ ST,CHURCH ST,,,2/3/2023 4:21:00 PM
2023,2496463,VALENCIA ST & ROSE PARKS LN,VALENCIA ST,ROSE PARKS LN,,,2/2/2023 4:13:00 PM
2023,2496468,LAGUNA ST & GOLDEN GATE AV,LAGUNA ST,GOLDEN GATE AV,,,2/10/2023 7:44:00 PM
2023,2496470,MARKET ST & 5TH ST,MARKET ST,5TH ST,,,2/5/2023 1:18:00 AM
2023,2496489,LOMBARD ST & VAN NESS AV,LOMBARD ST,VAN NESS AV,37.80115,-122.42554,2/4/2023 12:50:00 AM
2023,2496500,MARKET ST & SOUTH VAN NESS AV,MARKET ST,SOUTH VAN NESS AV,,,2/27/2023 5:00:00 PM
2023,2496501,POLK ST & CALIFORNIA ST,POLK ST,CALIFORNIA ST,,,2/9/2023 6:08:00 PM
2023,2496510,17TH ST & CHURCH ST,17TH ST,CHURCH ST,,,2/15/2023 9:30:00 AM
2023,2496515,POLK ST & CEDAR ST,POLK ST,CEDAR ST,,,2/21/2023 12:46:00 PM
2023,2496521,TAYLOR ST & POST ST,TAYLOR ST,POST ST,,,2/3/2023 3:51:00 PM
2023,2496524,17TH & FLORIDA ST,17TH  ,FLORIDA ST,,,2/21/2023 5:42:00 PM
2023,2496606,BAYSHORE BL & CORTLAND AV,BAYSHORE BL,CORTLAND AV,,,2/13/2023 8:05:00 PM
2023,2496627,MARKET ST & 14TH ST,MARKET ST,14TH ST,,,2/16/2023 5:21:00 PM
2023,2496631,CASTRO ST & MARKET ST,CASTRO ST,MARKET ST,,,2/15/2023 5:00:00 PM
2023,2496635,17TH ST & SOUTH VAN NESS AV,17TH ST,SOUTH VAN NESS AV,,,2/12/2023 10:40:00 AM
2023,2496654,HARRISON ST & 19TH ST,HARRISON ST,19TH ST,,,2/7/2023 6:45:00 AM
2023,2496657,17TH ST & VALENCIA ST,17TH ST,VALENCIA ST,,,2/5/2023 6:46:00 PM
2023,2496658,MISSION ST & COLLEGE TR,MISSION ST,COLLEGE TR,,,2/6/2023 1:25:00 PM
2023,2496664,20TH AV & IRVING ST,20TH AV,IRVING ST,,,2/18/2023 3:21:00 PM
2023,2496668,WEBSTER ST & GROVE ST,WEBSTER ST,GROVE ST,,,2/18/2023 8:22:00 AM
2023,2497459,17TH ST & DOLORES ST,17TH ST,DOLORES ST,,,3/10/2023 1:33:00 PM
2023,2501967,MISSION ST & 8TH ST,MISSION ST,8TH ST,,,2/26/2023 3:28:00 PM
2023,2502079,POWELL ST & CALIFORNIA ST,POWELL ST,CALIFORNIA ST,,,3/6/2023 9:26:00 AM
2023,2502082,4TH ST & HARRISON ST,4TH ST,HARRISON ST,,,3/21/2023 7:58:00 AM
2023,2502086,14TH ST & WOODWARD ST,14TH ST,WOODWARD ST,,,3/21/2023 3:08:00 PM
2023,2502087,FULTON ST & WEBSTER ST,FULTON ST,WEBSTER ST,,,3/21/2023 7:50:00 AM
2023,2502093,FILLMORE ST & DUBOCE AV,FILLMORE ST,DUBOCE AV,,,3/22/2023 4:50:00 PM
2023,2502099,LAGUNA ST & EDDY ST,LAGUNA ST,EDDY ST,,,3/27/2023 6:26:00 AM
2023,2502104,19TH ST & GUERRERO ST,19TH ST,GUERRERO ST,,,3/1/2023 3:58:00 PM
2023,2502108,MCALLISTER ST & STEINER ST,MCALLISTER ST,STEINER ST,,,3/6/2023 8:35:00 AM
2023,2502112,22ND ST & PENNSYLVANIA AV,22ND ST,PENNSYLVANIA AV,,,3/1/2023 3:28:00 PM
2023,2502114,BAY ST & LAGUNA ST,BAY ST,LAGUNA ST,,,3/8/2023 7:58:00 PM
2023,2502122,3RD ST & TOWNSEND ST,3RD ST,TOWNSEND ST,,,3/8/2023 4:40:00 PM
2023,2502136,KEZAR DR & MARTIN LUTHER KING JR DR,KEZAR DR,MARTIN LUTHER KING JR DR,,,3/16/2023 4:38:00 PM
2023,2502153,EDDY ST & VAN NESS AV,EDDY ST,VAN NESS AV,,,2/24/2023 5:57:00 PM
2023,2502171,FREMONT ST & HOWARD ST,FREMONT ST,HOWARD ST,,,3/22/2023 11:08:00 AM
2023,2502174,POLK ST & PINE ST,POLK ST,PINE ST,,,3/23/2023 8:41:00 PM
2023,2502175,BRANNAN ST & COLIN P KELLY JR ST,BRANNAN ST,COLIN P KELLY JR ST,,,3/20/2023 4:00:00 PM
2023,2502178,HARRISON ST & 12TH ST,HARRISON ST,12TH ST,,,3/25/2023 2:23:00 PM
2023,2502208,17TH ST & UTAH ST,17TH ST,UTAH ST,,,3/11/2023 1:50:00 PM
2023,2505983,20TH ST & FOLSOM ST,20TH ST,FOLSOM ST,,,3/9/2023 8:25:00 PM
2023,2507312,WHITNEY YOUNG CIR & NEWCOMB AV,WHITNEY YOUNG CIR,NEWCOMB AV,,,5/22/2023 8:07:00 AM
2023,2507317,5TH ST & FOLSOM ST,5TH ST,FOLSOM ST,,,5/22/2023 8:08:00 AM
2023,2507763,3RD ST & 3RD ST 6214,3RD ST,3RD ST 6214,,,4/1/2023 10:44:00 AM
2023,2511446,OAK ST & DIVISADERO,OAK ST,DIVISADERO,,,5/13/2023 2:35:00 PM
2023,2511455,MARKET ST & MONTGOMERY,MARKET ST,MONTGOMERY,,,5/14/2023 12:23:00 PM
2023,2511459,TREAT WY & CESAR CHAVEZ ST,TREAT WY,CESAR CHAVEZ ST,,,5/13/2023 3:19:00 PM
2023,2511559,POTRERO AV & 18TH ST,POTRERO AV,18TH ST,,,5/3/2023 2:42:00 PM
2023,2511562,17TH ST & CAPP ST,17TH ST,CAPP ST,,,5/12/2023 8:01:00 PM
2023,2511568,11TH ST & NATOMA ST,11TH ST,NATOMA ST,,,5/10/2023 11:47:00 PM
2023,2511571,11TH ST & FOLSOM ST,11TH ST,FOLSOM ST,,,5/27/2023 2:31:00 AM
2023,2511595,FULTON ST & STEINER ST,FULTON ST,STEINER ST,,,5/25/2023 3:48:00 PM
2023,2511601,41ST AV & ORTEGA ST,41ST AV,ORTEGA ST,,,5/7/2023 4:25:00 PM
